Orthogroup	Cvulgaris	creidhartii
OG0000903	genemark_Scaffold_89-abinit-gene-1.58-mRNA-1 protein AED_0.46 eAED_0.50 QI_0|0|0|0.5|1|1|6|0|315	CRv4_Au5_s13_g4903_t1
OG0000904	maker_Scaffold_89-augustus-gene-1.283-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.5|0|0.66|1|1|3|0|127	CRv4_Au5_s6_g13357_t1
OG0000905	maker_Scaffold_89-augustus-gene-1.288-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|0.66|0.5|0.75|0.66|0.5|4|0|307	CRv4_Au5_s8_g15028_t1
OG0000906	maker_Scaffold_89-snap-gene-1.315-mRNA-1 protein AED_0.09 eAED_0.10 QI_0|1|0.5|1|1|1|4|0|164	CRv4_Au5_s10_g434_t1
OG0000907	maker_Scaffold_89-augustus-gene-1.284-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|1|0.83|1|1|0.83|6|0|362	CRv4_Au5_s12_g2961_t1
OG0000908	genemark_Scaffold_89-abinit-gene-1.60-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.71|0.62|0.87|1|1|8|0|329	CRv4_Au5_s16_g6531_t1
OG0000909	genemark_Scaffold_89-abinit-gene-1.48-mRNA-1 protein AED_0.12 eAED_0.13 QI_0|0.66|0.57|0.71|1|1|7|0|404	CRv4_Au5_s9_g15793_t1
OG0000910	maker_Scaffold_89-augustus-gene-1.276-mRNA-1 protein AED_0.14 eAED_0.15 QI_0|0.83|0.57|1|1|1|7|0|449	CRv4_Au5_s9_g15645_t1
OG0000911	maker_Scaffold_89-snap-gene-1.311-mRNA-1 protein AED_0.16 eAED_0.17 QI_0|0.66|0.42|1|0.83|0.85|7|0|354	CRv4_Au5_s1_g2284_t1
OG0000912	maker_Scaffold_89-augustus-gene-1.274-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.7|0.45|1|0.9|0.90|11|0|446	CRv4_Au5_s10_g610_t1
OG0000913	maker_Scaffold_89-augustus-gene-1.280-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.76|0.73|0.92|0.92|0.88|26|0|967	CRv4_Au5_s9_g15806_t1
OG0000914	maker_Scaffold_89-snap-gene-1.317-mRNA-1 protein AED_0.23 eAED_0.31 QI_0|0.6|0.54|0.81|0.6|0.72|11|0|565	CRv4_Au5_s4_g11771_t1
OG0000915	maker_Scaffold_225-augustus-gene-0.195-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|1|0.75|1|1|0.75|4|0|323	CRv4_Au5_s20_g8200_t1
OG0000916	maker_Scaffold_225-augustus-gene-0.194-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.66|0.71|1|1|1|7|0|419	CRv4_Au5_s2_g8861_t1
OG0000917	genemark_Scaffold_225-abinit-gene-0.37-mRNA-1 protein AED_0.12 eAED_0.14 QI_110|0.57|0.62|1|1|1|8|0|438	CRv4_Au5_s2_g8327_t1
OG0000918	genemark_Scaffold_225-abinit-gene-0.33-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.4|0.33|0.83|1|1|6|0|330	CRv4_Au5_s3_g10941_t1
OG0000919	maker_Scaffold_225-augustus-gene-0.197-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.45|0.41|0.75|1|0.91|12|0|512	CRv4_Au5_s7_g13718_t1
OG0000920	maker_Scaffold_225-snap-gene-0.212-mRNA-1 protein AED_0.45 eAED_0.45 QI_0|0.5|0|1|0.5|0.33|3|0|183	CRv4_Au5_s12_g3026_t1
OG0000921	maker_Scaffold_225-augustus-gene-0.202-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.66|0.57|0.85|1|1|7|0|499	CRv4_Au5_s1_g992_t1
OG0000922	genemark_Scaffold_225-abinit-gene-0.36-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|0.88|0.84|1|0.94|0.89|19|0|671	CRv4_Au5_s13_g4815_t1
OG0000923	maker_Scaffold_225-snap-gene-0.222-mRNA-1 protein AED_0.07 eAED_0.08 QI_0|0.92|0.8|1|1|1|15|0|642	CRv4_Au5_s13_g4701_t1
OG0000924	maker_Scaffold_225-augustus-gene-0.208-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.44|0.2|0.7|1|1|10|0|510	CRv4_Au5_s2_g8275_t1
OG0000925	maker_Scaffold_225-augustus-gene-0.199-mRNA-1 protein AED_0.22 eAED_0.22 QI_0|0.84|0.64|1|0.92|0.85|14|0|446	CRv4_Au5_s11_g2447_t1
OG0000926	maker_Scaffold_266-snap-gene-0.199-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.83|0.57|1|1|1|7|0|321	CRv4_Au5_s3_g10647_t1
OG0000927	maker_Scaffold_266-snap-gene-0.202-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|1|0.75|1|1|1|8|0|401	CRv4_Au5_s3_g10838_t1
OG0000928	genemark_Scaffold_266-abinit-gene-0.40-mRNA-1 protein AED_0.16 eAED_0.17 QI_0|0.4|0.18|0.90|1|1|11|0|735	CRv4_Au5_s1_g1709_t1
OG0000929	maker_Scaffold_266-snap-gene-0.197-mRNA-1 protein AED_0.14 eAED_0.14 QI_234|1|0.90|1|1|1|11|0|566	CRv4_Au5_s7_g14327_t1
OG0000930	genemark_Scaffold_266-abinit-gene-0.27-mRNA-1 protein AED_0.21 eAED_0.22 QI_0|0.66|0.56|0.87|1|1|16|0|607	CRv4_Au5_s13_g4984_t1
OG0000931	maker_Scaffold_266-augustus-gene-0.174-mRNA-1 protein AED_0.25 eAED_0.25 QI_39|0.5|0|0.66|1|0.66|3|0|139	CRv4_Au5_s2_g9405_t1
OG0000932	maker_Scaffold_266-augustus-gene-0.182-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.8|0.66|0.83|1|1|6|0|312	CRv4_Au5_s6_g12602_t1
OG0000933	maker_Scaffold_266-augustus-gene-0.188-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|1|0.75|1|1|1|4|0|236	CRv4_Au5_s12_g4077_t1
OG0000934	maker_Scaffold_266-augustus-gene-0.193-mRNA-1 protein AED_0.19 eAED_0.19 QI_162|0.5|0.4|0.8|1|1|5|0|194	CRv4_Au5_s12_g3290_t1
OG0000935	genemark_Scaffold_266-abinit-gene-0.31-mRNA-1 protein AED_0.10 eAED_0.14 QI_0|0.45|0.47|0.90|1|1|21|0|2010	CRv4_Au5_s1_g2148_t1
OG0000936	maker_Scaffold_266-snap-gene-0.212-mRNA-1 protein AED_0.06 eAED_0.50 QI_0|0.33|0.25|1|0|0|4|0|101	CRv4_Au5_s12_g2962_t1
OG0000937	maker_Scaffold_5-augustus-gene-0.196-mRNA-1 protein AED_0.02 eAED_0.04 QI_27|1|0|1|1|0.5|2|0|284	CRv4_Au5_s11_g2550_t1
OG0000938	maker_Scaffold_5-augustus-gene-0.193-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|0.66|0.57|0.85|1|1|7|0|289	CRv4_Au5_s17_g7869_t1
OG0000939	maker_Scaffold_5-snap-gene-0.215-mRNA-1 protein AED_0.06 eAED_0.08 QI_0|0.66|0.28|0.85|0.83|0.71|7|0|555	CRv4_Au5_s3_g10493_t1
OG0000940	maker_Scaffold_5-augustus-gene-0.187-mRNA-1 protein AED_0.13 eAED_0.16 QI_0|0.38|0.28|0.85|0.92|0.92|14|0|1104	CRv4_Au5_s6_g12615_t1
OG0000941	maker_Scaffold_5-snap-gene-0.213-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.7|0.54|0.90|0.7|0.72|11|0|602	CRv4_Au5_s7_g14515_t1
OG0000942	maker_Scaffold_5-augustus-gene-0.183-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.62|0.44|1|0.62|0.66|9|0|346	CRv4_Au5_s7_g14516_t1
OG0000943	genemark_Scaffold_5-abinit-gene-0.46-mRNA-1 protein AED_0.22 eAED_0.22 QI_0|0.5|0.28|0.71|1|1|7|0|342	CRv4_Au5_s14_g5275_t1
OG0000944	genemark_Scaffold_5-abinit-gene-0.29-mRNA-1 protein AED_0.89 eAED_0.89 QI_0|0|0|0.09|1|1|11|0|691	CRv4_Au5_s7_g14060_t1
OG0000945	maker_Scaffold_5-augustus-gene-0.212-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|0.85|0.75|0.87|1|1|8|28|374	CRv4_Au5_s13_g5132_t1
OG0000946	maker_Scaffold_5-snap-gene-0.235-mRNA-1 protein AED_0.05 eAED_0.06 QI_0|0.71|0.5|1|0.71|0.5|8|0|652	CRv4_Au5_s10_g311_t1
OG0000947	maker_Scaffold_5-augustus-gene-0.201-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.66|0.25|0.75|1|1|4|0|262	CRv4_Au5_s6_g12596_t1
OG0000948	maker_Scaffold_5-augustus-gene-0.210-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.88|0.8|0.9|1|1|10|0|339	CRv4_Au5_s4_g11556_t1
OG0000949	maker_Scaffold_5-augustus-gene-0.202-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.85|0.62|1|1|1|8|0|388	CRv4_Au5_s6_g12411_t1
OG0000950	genemark_Scaffold_5-abinit-gene-0.47-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0|0|0.54|1|1|11|0|1330	CRv4_Au5_s6_g12505_t1
OG0000951	maker_Scaffold_5-snap-gene-0.217-mRNA-1 protein AED_0.28 eAED_0.32 QI_0|0|0|1|0|0|2|0|200	CRv4_Au5_s11_g2454_t1
OG0000952	maker_Scaffold_435-augustus-gene-0.173-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.9|0.81|1|1|1|11|0|442	CRv4_Au5_s12_g3724_t1
OG0000953	maker_Scaffold_435-augustus-gene-0.172-mRNA-1 protein AED_0.16 eAED_0.18 QI_0|0.75|0.76|1|0.66|0.69|13|0|719	CRv4_Au5_s1_g1294_t1
OG0000954	genemark_Scaffold_435-abinit-gene-0.33-mRNA-1 protein AED_0.22 eAED_0.22 QI_0|0.88|0.7|1|1|1|10|0|506	CRv4_Au5_s3_g11276_t1
OG0000955	maker_Scaffold_435-augustus-gene-0.169-mRNA-1 protein AED_0.22 eAED_0.22 QI_0|0.71|0.75|1|0.71|0.87|8|0|280	CRv4_Au5_s12_g2990_t1
OG0000956	snap_masked_Scaffold_435-abinit-gene-0.55-mRNA-1 protein AED_0.17 eAED_0.17 QI_67|0|0.5|1|0|1|2|0|100	CRv4_Au5_s7_g13894_t1
OG0000957	maker_Scaffold_435-augustus-gene-0.170-mRNA-1 protein AED_0.36 eAED_0.36 QI_0|0|0|0.71|0.83|0.85|7|0|436	CRv4_Au5_s17_g7725_t1
OG0000958	maker_Scaffold_435-snap-gene-0.196-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0|0|1|0|0|3|0|355	CRv4_Au5_s2_g9011_t1
OG0000959	maker_Scaffold_105-augustus-gene-0.198-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|0.83|0.71|0.85|1|1|7|0|540	CRv4_Au5_s27_g10016_t1
OG0000960	maker_Scaffold_105-augustus-gene-0.195-mRNA-1 protein AED_0.14 eAED_0.15 QI_0|0.75|0.4|0.8|1|1|5|0|216	CRv4_Au5_s1_g1721_t1
OG0000961	maker_Scaffold_105-snap-gene-0.222-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|1|0.6|1|0.75|0.8|5|0|341	CRv4_Au5_s17_g7182_t1
OG0000962	genemark_Scaffold_105-abinit-gene-0.55-mRNA-1 protein AED_0.10 eAED_0.12 QI_0|0.33|0|0.75|1|1|4|0|296	CRv4_Au5_s10_g568_t1
OG0000963	snap_masked_Scaffold_105-abinit-gene-0.108-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0|0|0.5|1|1|2|0|304	CRv4_Au5_s1_g2271_t1
OG0000964	maker_Scaffold_105-snap-gene-0.217-mRNA-1 protein AED_0.24 eAED_0.24 QI_0|0.5|0.38|0.69|0.5|0.53|13|0|622	CRv4_Au5_s12_g4190_t1
OG0000965	maker_Scaffold_105-snap-gene-0.215-mRNA-1 protein AED_0.22 eAED_0.24 QI_0|0.6|0.5|0.83|0.4|0.33|6|0|285	CRv4_Au5_s13_g4500_t1
OG0000966	maker_Scaffold_105-augustus-gene-0.200-mRNA-1 protein AED_0.30 eAED_0.31 QI_75|0.6|0.5|0.66|1|0.83|6|0|212	CRv4_Au5_s16_g6303_t1
OG0000967	maker_Scaffold_105-snap-gene-0.226-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|0.77|0.8|0.9|0.77|0.8|10|0|414	CRv4_Au5_s3_g10853_t1
OG0000968	maker_Scaffold_105-augustus-gene-0.205-mRNA-1 protein AED_0.15 eAED_0.16 QI_0|0.58|0.46|0.69|1|1|13|0|504	CRv4_Au5_s4_g11816_t1
OG0000969	maker_Scaffold_105-augustus-gene-0.214-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0.6|0.5|0.66|0.8|0.83|6|0|209	CRv4_Au5_s2_g8434_t1
OG0000970	genemark_Scaffold_105-abinit-gene-0.42-mRNA-1 protein AED_0.28 eAED_0.28 QI_0|0.42|0.25|0.62|1|1|8|0|218	CRv4_Au5_s6_g12904_t1
OG0000971	genemark_Scaffold_105-abinit-gene-0.50-mRNA-1 protein AED_0.31 eAED_0.32 QI_0|0|0|0.63|1|1|19|0|898	CRv4_Au5_s10_g59_t1
OG0000972	maker_Scaffold_105-snap-gene-0.230-mRNA-1 protein AED_0.23 eAED_0.27 QI_0|0|0|0.5|0|0|4|0|697	CRv4_Au5_s3_g10664_t1
OG0000973	maker_Scaffold_214-augustus-gene-0.261-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|0.66|1|1|1|6|0|280	CRv4_Au5_s13_g4949_t1
OG0000974	maker_Scaffold_214-augustus-gene-0.276-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.87|0.66|0.88|1|1|9|0|407	CRv4_Au5_s6_g12939_t1
OG0000975	maker_Scaffold_214-augustus-gene-0.260-mRNA-1 protein AED_0.09 eAED_0.08 QI_0|0.5|0|1|0.5|0.33|3|0|339	CRv4_Au5_s6_g12554_t1
OG0000976	genemark_Scaffold_214-abinit-gene-0.44-mRNA-1 protein AED_0.13 eAED_0.14 QI_0|0.81|0.75|1|1|1|12|0|724	CRv4_Au5_s13_g4867_t1
OG0000977	maker_Scaffold_214-augustus-gene-0.255-mRNA-1 protein AED_0.13 eAED_0.14 QI_67|0.75|0.6|1|1|0.8|5|0|326	CRv4_Au5_s10_g245_t1
OG0000978	maker_Scaffold_214-snap-gene-0.310-mRNA-1 protein AED_0.12 eAED_0.12 QI_5|0.87|0.77|0.88|0.87|0.77|9|0|676	CRv4_Au5_s8_g14680_t1
OG0000979	maker_Scaffold_214-snap-gene-0.306-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.6|0.5|0.83|0.6|0.5|6|0|416	CRv4_Au5_s3_g10320_t1
OG0000980	maker_Scaffold_214-augustus-gene-0.266-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.66|0.5|1|1|1|4|0|420	CRv4_Au5_s17_g7221_t1
OG0000981	maker_Scaffold_214-snap-gene-0.297-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0.33|0|0.75|0|0|4|0|325	CRv4_Au5_s11_g2602_t1
OG0000982	maker_Scaffold_214-augustus-gene-0.262-mRNA-1 protein AED_0.23 eAED_0.23 QI_78|0.66|0.42|0.85|1|0.85|7|0|326	CRv4_Au5_s3_g11162_t1
OG0000983	genemark_Scaffold_214-abinit-gene-0.47-mRNA-1 protein AED_0.20 eAED_0.29 QI_0|0|0.4|1|1|1|5|0|505	CRv4_Au5_s7_g14239_t1
OG0000984	augustus_masked_Scaffold_214-abinit-gene-0.24-mRNA-1 protein AED_0.47 eAED_0.47 QI_0|0.6|0.5|0.83|1|1|6|0|338	CRv4_Au5_s17_g7191_t1
OG0000985	maker_Scaffold_214-augustus-gene-0.289-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|0.66|1|1|1|3|0|366	CRv4_Au5_s6_g12400_t1
OG0000986	genemark_Scaffold_214-abinit-gene-0.43-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.71|0.62|0.87|1|1|8|116|549	CRv4_Au5_s12_g2822_t1
OG0000987	augustus_masked_Scaffold_214-abinit-gene-0.14-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|0|0|0.5|1|1|2|0|370	CRv4_Au5_s10_g598_t1
OG0000988	maker_Scaffold_214-snap-gene-0.314-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.83|0.57|1|0.66|0.57|7|0|539	CRv4_Au5_s12_g3193_t1
OG0000989	maker_Scaffold_214-snap-gene-0.316-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|1|0.75|1|1|1|8|0|472	CRv4_Au5_s12_g3012_t1
OG0000990	maker_Scaffold_214-snap-gene-0.319-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|0.66|0.5|1|0.66|0.75|4|0|356	CRv4_Au5_s12_g3531_t1
OG0000991	genemark_Scaffold_214-abinit-gene-0.51-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.8|0.5|0.83|1|1|6|0|302	CRv4_Au5_s9_g15715_t1
OG0000992	maker_Scaffold_214-augustus-gene-0.294-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0.42|0.25|0.62|1|0.87|8|0|605	CRv4_Au5_s10_g475_t1
OG0000993	genemark_Scaffold_214-abinit-gene-0.67-mRNA-1 protein AED_0.18 eAED_0.18 QI_43|0.85|0.73|1|1|1|15|0|743	CRv4_Au5_s13_g4640_t1
OG0000994	maker_Scaffold_371-snap-gene-0.152-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.87|1|1|1|8|0|320	CRv4_Au5_s10_g47_t1
OG0000995	maker_Scaffold_371-augustus-gene-0.139-mRNA-1 protein AED_0.13 eAED_0.13 QI_30|1|1|1|0.92|0.92|14|96|556	CRv4_Au5_s2_g9452_t1
OG0000996	maker_Scaffold_371-augustus-gene-0.142-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.66|0.6|0.8|1|1|10|0|512	CRv4_Au5_s9_g15398_t1
OG0000997	maker_Scaffold_371-snap-gene-0.154-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.8|0.66|1|1|1|6|0|543	CRv4_Au5_s18_g7991_t1
OG0000998	genemark_Scaffold_371-abinit-gene-0.42-mRNA-1 protein AED_0.18 eAED_0.21 QI_0|0.37|0.11|0.77|1|1|9|0|1015	CRv4_Au5_s11_g2713_t1
OG0000999	maker_Scaffold_371-snap-gene-0.158-mRNA-1 protein AED_0.66 eAED_0.67 QI_0|0|0|0.66|1|1|3|0|253	CRv4_Au5_s17_g7066_t1
OG0001000	maker_Scaffold_371-augustus-gene-0.150-mRNA-1 protein AED_0.07 eAED_0.08 QI_0|1|0.8|1|1|1|5|0|294	CRv4_Au5_s11_g2694_t1
OG0001001	genemark_Scaffold_371-abinit-gene-0.27-mRNA-1 protein AED_0.14 eAED_0.15 QI_0|0.69|0.57|1|1|1|14|0|565	CRv4_Au5_s10_g729_t1
OG0001002	maker_Scaffold_374-snap-gene-0.186-mRNA-1 protein AED_0.12 eAED_0.13 QI_0|1|0|1|1|1|3|0|395	CRv4_Au5_s16_g6445_t1
OG0001003	maker_Scaffold_374-snap-gene-0.188-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|0.71|1|1|0.85|7|0|349	CRv4_Au5_s6_g12899_t1
OG0001004	maker_Scaffold_374-augustus-gene-0.167-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.9|0.72|0.90|1|1|11|0|535	CRv4_Au5_s6_g13381_t1
OG0001005	maker_Scaffold_374-augustus-gene-0.171-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|1|0.6|1|1|1|5|0|237	CRv4_Au5_s13_g5061_t1
OG0001006	maker_Scaffold_374-augustus-gene-0.174-mRNA-1 protein AED_0.24 eAED_0.24 QI_0|0.5|0.4|0.6|1|1|5|0|204	CRv4_Au5_s2_g9641_t1
OG0001007	maker_Scaffold_374-augustus-gene-0.173-mRNA-1 protein AED_0.35 eAED_0.36 QI_0|0.75|0.4|0.8|0.75|0.6|5|0|202	CRv4_Au5_s1_g1476_t1
OG0001008	maker_Scaffold_374-augustus-gene-0.166-mRNA-1 protein AED_0.75 eAED_0.74 QI_0|0|0|0.16|1|1|6|0|252	CRv4_Au5_s1_g1478_t1
OG0001009	maker_Scaffold_374-augustus-gene-0.178-mRNA-1 protein AED_0.14 eAED_0.15 QI_0|0.84|0.78|1|1|1|14|0|487	CRv4_Au5_s3_g10923_t1
OG0001010	genemark_Scaffold_374-abinit-gene-0.34-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.5|0|0.66|1|1|3|0|245	CRv4_Au5_s14_g5290_t1
OG0001011	maker_Scaffold_374-augustus-gene-0.181-mRNA-1 protein AED_0.31 eAED_0.31 QI_0|0.33|0|0.5|1|1|4|0|195	CRv4_Au5_s3_g10140_t1
OG0001012	maker_Scaffold_366-augustus-gene-0.265-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|1|0.66|1|0.5|0.66|3|24|198	CRv4_Au5_s1_g1219_t1
OG0001013	maker_Scaffold_366-augustus-gene-0.281-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|0.66|0.25|1|1|1|4|0|331	CRv4_Au5_s6_g12732_t1
OG0001014	maker_Scaffold_366-snap-gene-0.307-mRNA-1 protein AED_0.08 eAED_0.08 QI_41|1|0.75|1|0.66|0.75|4|0|344	CRv4_Au5_s6_g12379_t1
OG0001015	maker_Scaffold_366-snap-gene-0.310-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.75|0.6|1|0.75|0.8|5|0|525	CRv4_Au5_s10_g707_t1
OG0001016	maker_Scaffold_366-snap-gene-0.308-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|0.8|0.5|1|0.4|0.5|6|0|196	CRv4_Au5_s12_g3832_t1
OG0001017	maker_Scaffold_366-snap-gene-0.311-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|1|0.5|1|1|1|4|0|336	CRv4_Au5_s6_g13121_t1
OG0001018	maker_Scaffold_366-snap-gene-0.309-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.87|0.66|1|0.87|0.77|9|0|471	CRv4_Au5_s3_g10571_t1
OG0001019	genemark_Scaffold_366-abinit-gene-0.45-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.33|0.25|0.75|1|1|4|0|269	CRv4_Au5_s6_g12662_t1
OG0001020	maker_Scaffold_366-snap-gene-0.316-mRNA-1 protein AED_0.22 eAED_0.23 QI_0|0|0|1|1|1|2|0|552	CRv4_Au5_s16_g6222_t1
OG0001021	maker_Scaffold_366-snap-gene-0.315-mRNA-1 protein AED_0.46 eAED_0.46 QI_0|1|0|1|1|1|2|0|171	CRv4_Au5_s1_g1223_t1
OG0001022	maker_Scaffold_366-augustus-gene-0.299-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|0.9|0.63|1|0.9|0.72|11|0|596	CRv4_Au5_s6_g13321_t1
OG0001023	maker_Scaffold_366-snap-gene-0.337-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|1|0.62|1|0.85|0.87|8|0|524	CRv4_Au5_s12_g3423_t1
OG0001024	maker_Scaffold_366-snap-gene-0.319-mRNA-1 protein AED_0.05 eAED_0.06 QI_0|1|0.33|1|1|1|3|0|494	CRv4_Au5_s2_g9384_t1
OG0001025	maker_Scaffold_366-augustus-gene-0.291-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.87|0.77|1|0.87|1|9|0|420	CRv4_Au5_s6_g12417_t1
OG0001026	maker_Scaffold_366-augustus-gene-0.288-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.6|0.16|0.83|1|0.83|6|0|256	CRv4_Au5_s6_g12681_t1
OG0001027	genemark_Scaffold_366-abinit-gene-0.53-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.66|0|0.75|1|1|4|0|423	CRv4_Au5_s4_g11636_t1
OG0001028	maker_Scaffold_366-snap-gene-0.329-mRNA-1 protein AED_0.09 eAED_0.10 QI_0|0.5|0.44|1|0.25|0.22|9|0|580	CRv4_Au5_s28_g10066_t1
OG0001029	maker_Scaffold_366-snap-gene-0.328-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|0.81|0.69|1|0.86|0.86|23|0|1206	CRv4_Au5_s6_g12676_t1
OG0001030	genemark_Scaffold_366-abinit-gene-0.58-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.4|0.18|0.90|1|1|11|0|920	CRv4_Au5_s6_g12784_t1
OG0001031	genemark_Scaffold_366-abinit-gene-0.59-mRNA-1 protein AED_0.19 eAED_0.21 QI_0|0|0|1|1|1|5|0|343	CRv4_Au5_s2_g9177_t1
OG0001032	snap_masked_Scaffold_366-abinit-gene-0.159-mRNA-1 protein AED_0.15 eAED_0.25 QI_0|0|0|1|1|1|2|0|158	CRv4_Au5_s6_g12623_t1
OG0001033	maker_Scaffold_366-snap-gene-0.330-mRNA-1 protein AED_0.23 eAED_0.23 QI_0|0.8|0.5|1|1|0.83|6|0|329	CRv4_Au5_s3_g11073_t1
OG0001034	genemark_Scaffold_366-abinit-gene-0.42-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0|0|0.12|1|1|8|0|557	CRv4_Au5_s33_g11434_t1
OG0001035	maker_Scaffold_166-augustus-gene-0.247-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|1|0|1|1|1|2|0|312	CRv4_Au5_s5_g12038_t1
OG0001036	maker_Scaffold_166-augustus-gene-0.233-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|0.8|1|1|1|5|0|172	CRv4_Au5_s7_g14159_t1
OG0001037	maker_Scaffold_166-snap-gene-0.265-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.6|0.33|1|0.4|0.33|6|0|290	CRv4_Au5_s16_g6208_t1
OG0001038	maker_Scaffold_166-snap-gene-0.266-mRNA-1 protein AED_0.10 eAED_0.13 QI_0|0.68|0.64|1|0.75|0.76|17|0|1082	CRv4_Au5_s13_g4781_t1
OG0001039	maker_Scaffold_166-augustus-gene-0.242-mRNA-1 protein AED_0.13 eAED_0.17 QI_23|1|0|1|1|1|2|0|170	CRv4_Au5_s7_g13903_t1
OG0001040	maker_Scaffold_166-snap-gene-0.264-mRNA-1 protein AED_0.16 eAED_0.21 QI_0|0.62|0.54|0.87|0.75|0.69|33|0|1760	CRv4_Au5_s8_g14902_t1
OG0001041	maker_Scaffold_166-snap-gene-0.262-mRNA-1 protein AED_0.29 eAED_0.30 QI_0|0.5|0|0.8|0.25|0.4|5|0|286	CRv4_Au5_s10_g616_t1
OG0001042	maker_Scaffold_166-snap-gene-0.274-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.90|1|1|0.90|11|0|535	CRv4_Au5_s65_g13659_t1
OG0001043	maker_Scaffold_166-augustus-gene-0.259-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|1|0.90|1|1|1|11|0|669	CRv4_Au5_s18_g7932_t1
OG0001044	maker_Scaffold_166-augustus-gene-0.252-mRNA-1 protein AED_0.26 eAED_0.27 QI_0|0.5|0.33|0.66|1|1|3|0|92	CRv4_Au5_s16_g6642_t1
OG0001045	augustus_masked_Scaffold_166-abinit-gene-0.27-mRNA-1 protein AED_0.28 eAED_0.28 QI_0|0|0|0.5|1|1|2|0|129	CRv4_Au5_s6_g13457_t1
