Orthogroup	creidhartii	Cvulgaris
OG0000555	CRv4_Au5_s15_g5802_t1, CRv4_Au5_s15_g5802_t2	augustus_masked_Scaffold_986-abinit-gene-0.2-mRNA-1 protein AED_0.47 eAED_0.47 QI_0|0|0|0.14|1|1|7|0|365
OG0000556	CRv4_Au5_s11_g2676_t1, CRv4_Au5_s46_g11918_t1	maker_Scaffold_2034-snap-gene-0.26-mRNA-1 protein AED_0.13 eAED_0.17 QI_21|1|0.33|1|1|1|3|0|185
OG0000557	CRv4_Au5_s10_g835_t2, CRv4_Au5_s10_g835_t1	maker_Scaffold_1538-augustus-gene-0.23-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0.5|0.33|0.77|1|1|9|0|319
OG0000558	CRv4_Au5_s12_g3560_t2, CRv4_Au5_s12_g3560_t1	genemark_Scaffold_1538-abinit-gene-0.5-mRNA-1 protein AED_0.23 eAED_0.23 QI_0|0.25|0|0.4|1|1|5|0|245
OG0000559	CRv4_Au5_s12_g3945_t2, CRv4_Au5_s12_g3945_t1	maker_Scaffold_2342-snap-gene-0.29-mRNA-1 protein AED_0.24 eAED_0.25 QI_0|0.62|0.44|1|0.75|0.66|9|0|740
OG0000560	CRv4_Au5_s3_g11091_t1, CRv4_Au5_s3_g11091_t2	maker_Scaffold_922-augustus-gene-0.29-mRNA-1 protein AED_0.09 eAED_0.10 QI_0|1|0.85|1|1|1|7|0|560
OG0000561	CRv4_Au5_s13_g4422_t1, CRv4_Au5_s13_g4422_t2	maker_Scaffold_1684-augustus-gene-0.29-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.66|0.71|0.85|1|0.85|7|0|231
OG0000562	CRv4_Au5_s13_g4415_t1, CRv4_Au5_s6_g12916_t1	genemark_Scaffold_1917-abinit-gene-0.4-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|0|0|0.33|1|1|3|0|113
OG0000563	CRv4_Au5_s3_g10517_t2, CRv4_Au5_s3_g10517_t1	genemark_Scaffold_784-abinit-gene-0.8-mRNA-1 protein AED_0.05 eAED_0.07 QI_0|0.33|0|1|1|1|4|0|606
OG0000564	CRv4_Au5_s13_g4718_t1, CRv4_Au5_s13_g4718_t2	maker_Scaffold_784-snap-gene-0.38-mRNA-1 protein AED_0.11 eAED_0.12 QI_39|0.9|0.63|1|0.9|0.81|11|0|496
OG0000565	CRv4_Au5_s6_g13486_t1, CRv4_Au5_s6_g13486_t2	maker_Scaffold_784-augustus-gene-0.35-mRNA-1 protein AED_0.37 eAED_0.37 QI_0|0.42|0.37|0.62|1|1|8|0|288
OG0000566	CRv4_Au5_s10_g140_t1, CRv4_Au5_s10_g140_t2	genemark_Scaffold_1237-abinit-gene-0.7-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|1|0.5|1|1|1|4|0|204
OG0000567	CRv4_Au5_s11_g2551_t1, CRv4_Au5_s12_g4067_t1	genemark_Scaffold_990-abinit-gene-0.8-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.4|0.16|0.83|1|1|6|0|242
OG0000568	CRv4_Au5_s9_g15257_t2, CRv4_Au5_s9_g15257_t1	maker_Scaffold_601-augustus-gene-0.28-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.66|0.25|0.75|1|1|4|0|107
OG0000569	CRv4_Au5_s6_g12625_t1, CRv4_Au5_s11_g2697_t1	augustus_masked_Scaffold_1348-abinit-gene-0.2-mRNA-1 protein AED_0.24 eAED_0.24 QI_0|0|0|0.33|1|1|3|0|113
OG0000570	CRv4_Au5_s32_g11411_t2, CRv4_Au5_s32_g11411_t1	genemark_Scaffold_1689-abinit-gene-0.7-mRNA-1 protein AED_0.05 eAED_0.06 QI_0|1|0.66|1|1|1|6|0|263
OG0000571	CRv4_Au5_s1_g1073_t1, CRv4_Au5_s1_g1073_t2	snap_masked_Scaffold_364-abinit-gene-0.10-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|-1|0|1|-1|1|1|0|147
OG0000572	CRv4_Au5_s3_g11027_t1, CRv4_Au5_s3_g11027_t2	genemark_Scaffold_364-abinit-gene-0.5-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.33|0|0.5|1|1|4|0|470
OG0000573	CRv4_Au5_s16_g6283_t1	genemark_Scaffold_1797-abinit-gene-0.4-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.85|0.62|1|1|1|8|0|205, maker_Scaffold_2325-augustus-gene-0.19-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.66|0.5|0.75|1|0.75|4|0|208
OG0000574	CRv4_Au5_s1_g1555_t1, CRv4_Au5_s1_g1555_t2	maker_Scaffold_512-snap-gene-0.17-mRNA-1 protein AED_0.06 eAED_0.08 QI_0|0.54|0.41|1|0.54|0.41|12|0|1970
OG0000575	CRv4_Au5_s7_g14267_t2, CRv4_Au5_s7_g14267_t1	maker_Scaffold_1072-augustus-gene-0.34-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.5|0.2|0.6|1|1|5|0|225
OG0000576	CRv4_Au5_s7_g14010_t1	maker_Scaffold_2416-snap-gene-0.8-mRNA-1 protein AED_0.49 eAED_0.49 QI_0|0|0|1|0|0.5|2|0|193, augustus_masked_Scaffold_1072-abinit-gene-0.1-mRNA-1 protein AED_0.54 eAED_0.54 QI_36|0|0|0.44|1|1|9|0|398
OG0000577	CRv4_Au5_s4_g11738_t1, CRv4_Au5_s4_g11737_t1	maker_Scaffold_768-snap-gene-0.31-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.5|1|1|1|4|0|181
OG0000578	CRv4_Au5_s13_g5075_t1	maker_Scaffold_1195-augustus-gene-0.23-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.88|0.7|0.9|0.77|0.8|10|140|729, maker_Scaffold_667-augustus-gene-0.32-mRNA-1 protein AED_0.25 eAED_0.28 QI_0|0|0|0.66|1|1|9|0|443
OG0000579	CRv4_Au5_s6_g13018_t1, CRv4_Au5_s6_g13018_t2	maker_Scaffold_481-augustus-gene-0.29-mRNA-1 protein AED_0.23 eAED_0.23 QI_0|0.8|1|1|1|1|6|0|196
OG0000580	CRv4_Au5_s2_g9743_t1, CRv4_Au5_s2_g9744_t1	maker_Scaffold_555-augustus-gene-0.39-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.5|0.2|0.6|1|1|5|0|159
OG0000581	CRv4_Au5_s1_g2413_t1, CRv4_Au5_s16_g6105_t1	maker_Scaffold_484-augustus-gene-0.35-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|1|0.33|1|1|0.66|3|0|109
OG0000582	CRv4_Au5_s12_g3966_t1, CRv4_Au5_s12_g3969_t1	genemark_Scaffold_350-abinit-gene-0.8-mRNA-1 protein AED_0.39 eAED_0.39 QI_0|0|0|0.62|1|1|8|0|729
OG0000583	CRv4_Au5_s16_g6605_t1	maker_Scaffold_1436-augustus-gene-0.35-mRNA-1 protein AED_0.10 eAED_0.12 QI_0|0.5|0|0.66|1|1|3|0|363, genemark_Scaffold_1436-abinit-gene-0.13-mRNA-1 protein AED_0.13 eAED_0.14 QI_0|0.71|0.5|1|1|1|8|0|344
OG0000584	CRv4_Au5_s2_g8745_t1, CRv4_Au5_s2_g8745_t2	maker_Scaffold_1403-augustus-gene-0.33-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.85|0.62|1|1|1|8|0|672
OG0000585	CRv4_Au5_s6_g13205_t1, CRv4_Au5_s1_g1070_t1	maker_Scaffold_1957-augustus-gene-0.15-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|1|0.33|1|1|1|3|0|192
OG0000586	CRv4_Au5_s12_g3083_t1, CRv4_Au5_s12_g3083_t2	maker_Scaffold_668-snap-gene-0.19-mRNA-1 protein AED_0.23 eAED_0.24 QI_0|1|0.5|1|1|1|4|0|353
OG0000587	CRv4_Au5_s9_g15722_t2, CRv4_Au5_s9_g15722_t1	genemark_Scaffold_822-abinit-gene-0.5-mRNA-1 protein AED_0.14 eAED_0.15 QI_0|0.5|0.2|0.8|1|1|5|0|492
OG0000588	CRv4_Au5_s10_g964_t2, CRv4_Au5_s10_g964_t1	maker_Scaffold_619-augustus-gene-0.18-mRNA-1 protein AED_0.12 eAED_0.13 QI_0|1|0.5|1|1|1|4|0|289
OG0000589	CRv4_Au5_s7_g13711_t1, CRv4_Au5_s7_g13711_t2	maker_Scaffold_2286-snap-gene-0.21-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|0.5|0.33|0.66|0|0|3|0|96
OG0000590	CRv4_Au5_s6_g12650_t2, CRv4_Au5_s6_g12650_t1	augustus_masked_Scaffold_1095-abinit-gene-0.1-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.33|0|0.5|1|1|4|0|125
OG0000591	CRv4_Au5_s16_g6120_t1	maker_Scaffold_1943-augustus-gene-0.7-mRNA-1 protein AED_0.33 eAED_0.33 QI_0|0.4|0.33|0.83|0.4|0.5|6|0|197, augustus_masked_Scaffold_1336-abinit-gene-0.1-mRNA-1 protein AED_0.28 eAED_0.29 QI_0|0.33|0.14|0.57|1|1|7|0|392
OG0000592	CRv4_Au5_s6_g13570_t1, CRv4_Au5_s4_g11508_t1	genemark_Scaffold_2174-abinit-gene-0.4-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.66|0.25|0.75|1|1|4|0|380
OG0000593	CRv4_Au5_s16_g6168_t1, CRv4_Au5_s16_g6168_t2	genemark_Scaffold_1364-abinit-gene-0.3-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|0.8|0.33|1|1|1|6|0|614
OG0000594	CRv4_Au5_s3_g10927_t2, CRv4_Au5_s3_g10927_t1	augustus_masked_Scaffold_1402-abinit-gene-0.1-mRNA-1 protein AED_0.48 eAED_0.49 QI_0|0.42|0.37|0.75|1|1|8|0|376
OG0000595	CRv4_Au5_s12_g3372_t1, CRv4_Au5_s12_g3372_t2	maker_Scaffold_2011-augustus-gene-0.16-mRNA-1 protein AED_0.44 eAED_0.44 QI_0|0.28|0.12|0.37|0.85|0.75|8|0|398
OG0000596	CRv4_Au5_s6_g12901_t1	augustus_masked_Scaffold_1594-abinit-gene-0.2-mRNA-1 protein AED_0.27 eAED_0.27 QI_0|0.33|0|0.5|1|1|4|0|375, maker_Scaffold_1730-augustus-gene-0.13-mRNA-1 protein AED_0.48 eAED_0.52 QI_0|0|0|1|1|0.5|2|0|240
OG0000597	CRv4_Au5_s5_g12060_t1, CRv4_Au5_s2_g8905_t1	maker_Scaffold_554-augustus-gene-0.20-mRNA-1 protein AED_0.05 eAED_0.06 QI_0|1|0.8|1|0.75|0.8|5|0|304
OG0000598	CRv4_Au5_s1_g1832_t1, CRv4_Au5_s1_g1852_t1	maker_Scaffold_1291-snap-gene-0.18-mRNA-1 protein AED_0.24 eAED_0.24 QI_0|0.66|0.42|0.71|1|0.85|7|0|406
OG0000599	CRv4_Au5_s16_g6302_t1, CRv4_Au5_s16_g6302_t2	augustus_masked_Scaffold_1876-abinit-gene-0.4-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.57|0.37|0.62|1|1|8|0|246
OG0000600	CRv4_Au5_s10_g463_t2, CRv4_Au5_s10_g463_t1	maker_Scaffold_721-augustus-gene-0.20-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.5|0.2|0.8|1|1|5|0|216
OG0000601	CRv4_Au5_s3_g10176_t1, CRv4_Au5_s23_g9876_t1	maker_Scaffold_1974-augustus-gene-0.9-mRNA-1 protein AED_0.63 eAED_0.63 QI_0|0|0|0.33|1|1|3|0|82
OG0000602	CRv4_Au5_s12_g3093_t1, CRv4_Au5_s15_g5921_t1	maker_Scaffold_1382-augustus-gene-0.22-mRNA-1 protein AED_0.24 eAED_0.24 QI_0|0.6|0.33|0.66|1|1|6|0|404
OG0000603	CRv4_Au5_s8_g14970_t1, CRv4_Au5_s8_g14972_t1	genemark_Scaffold_2785-abinit-gene-0.3-mRNA-1 protein AED_0.28 eAED_0.28 QI_0|0.09|0|0.33|1|1|12|0|787
OG0000604	CRv4_Au5_s9_g15210_t1	maker_Scaffold_3256-snap-gene-0.10-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.75|0.4|0.8|0.5|0.4|5|0|196, maker_Scaffold_1889-snap-gene-0.23-mRNA-1 protein AED_0.18 eAED_0.20 QI_0|0.83|0.71|0.85|0.16|0.14|7|0|311
OG0000605	CRv4_Au5_s6_g12443_t1, CRv4_Au5_s1_g1676_t1	maker_Scaffold_2391-augustus-gene-0.24-mRNA-1 protein AED_0.31 eAED_0.31 QI_0|0.75|0.6|0.8|1|1|5|0|157
OG0000606	CRv4_Au5_s13_g4455_t1, CRv4_Au5_s13_g4453_t1	maker_Scaffold_1594-augustus-gene-0.22-mRNA-1 protein AED_0.23 eAED_0.23 QI_0|0.71|0.37|0.75|1|1|8|0|367
OG0000607	CRv4_Au5_s3_g11295_t1, CRv4_Au5_s3_g11290_t1	maker_Scaffold_1628-augustus-gene-0.11-mRNA-1 protein AED_0.11 eAED_0.12 QI_0|0.85|0.75|0.87|0.85|0.87|8|0|336
OG0000608	CRv4_Au5_s9_g15407_t1, CRv4_Au5_s17_g7241_t1	maker_Scaffold_1030-augustus-gene-0.12-mRNA-1 protein AED_0.07 eAED_0.08 QI_0|1|0.5|1|0.66|0.75|4|0|170
OG0000609	CRv4_Au5_s2_g8565_t2, CRv4_Au5_s2_g8565_t1	maker_Scaffold_147-augustus-gene-0.8-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|1|0.8|1|1|1|5|0|324
OG0000610	CRv4_Au5_s12_g3045_t1, CRv4_Au5_s6_g12666_t1	maker_Scaffold_759-snap-gene-0.8-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.85|0.75|0.87|1|1|8|0|442
OG0000611	CRv4_Au5_s2_g8336_t1, CRv4_Au5_s2_g8336_t2	maker_Scaffold_3594-augustus-gene-0.4-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|1|0.33|1|0.5|0.33|3|0|189
OG0000612	CRv4_Au5_s4_g11722_t1, CRv4_Au5_s4_g11722_t2	genemark_Scaffold_1018-abinit-gene-0.1-mRNA-1 protein AED_0.18 eAED_0.22 QI_0|0|0|1|1|1|4|0|258
OG0000613	CRv4_Au5_s19_g8157_t1, CRv4_Au5_s19_g8157_t2	genemark_Scaffold_1882-abinit-gene-0.1-mRNA-1 protein AED_0.07 eAED_0.09 QI_0|0|0|1|1|1|5|0|1039
OG0000614	CRv4_Au5_s9_g15201_t1, CRv4_Au5_s29_g10089_t1	snap_masked_Scaffold_3321-abinit-gene-0.1-mRNA-1 protein AED_0.00 eAED_0.00 QI_0|-1|1|1|-1|1|1|0|75
OG0000615	CRv4_Au5_s16_g6295_t1, CRv4_Au5_s16_g6297_t1	genemark_Scaffold_1123-abinit-gene-0.1-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0|0|0.5|1|0.5|4|0|228
OG0000616	CRv4_Au5_s17_g7486_t2, CRv4_Au5_s17_g7486_t1	genemark_Scaffold_898-abinit-gene-0.1-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.85|0.62|1|1|1|8|0|390
OG0000617	CRv4_Au5_s3_g10937_t1, CRv4_Au5_s3_g10936_t1	maker_Scaffold_2613-augustus-gene-0.7-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|0|0|1|0|0.5|2|0|159
OG0000618	CRv4_Au5_s3_g10340_t1	maker_Scaffold_195-augustus-gene-0.145-mRNA-1 protein AED_0.17 eAED_0.18 QI_0|0.57|0.5|1|0.71|0.75|8|0|249
OG0000619	CRv4_Au5_s2_g8862_t1	genemark_Scaffold_195-abinit-gene-0.28-mRNA-1 protein AED_0.26 eAED_0.26 QI_0|0.44|0.3|0.8|1|1|10|0|279
OG0000620	CRv4_Au5_s17_g7832_t1	maker_Scaffold_195-snap-gene-0.170-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|0.8|0.5|1|0.8|0.66|6|0|461
OG0000621	CRv4_Au5_s17_g7742_t1	maker_Scaffold_195-augustus-gene-0.152-mRNA-1 protein AED_0.12 eAED_0.13 QI_0|0.78|0.66|0.8|1|1|15|0|519
OG0000622	CRv4_Au5_s1_g1833_t1	maker_Scaffold_195-snap-gene-0.171-mRNA-1 protein AED_0.17 eAED_0.24 QI_0|0|0|1|0.33|0.25|4|0|295
OG0000623	CRv4_Au5_s9_g15237_t1	maker_Scaffold_195-snap-gene-0.164-mRNA-1 protein AED_0.24 eAED_0.24 QI_0|0.72|0.41|0.91|0.72|0.66|12|0|418
OG0000624	CRv4_Au5_s3_g11029_t1	maker_Scaffold_195-snap-gene-0.167-mRNA-1 protein AED_0.36 eAED_0.36 QI_0|1|0.83|1|1|1|6|0|237
OG0000625	CRv4_Au5_s12_g3478_t1	maker_Scaffold_195-snap-gene-0.172-mRNA-1 protein AED_0.74 eAED_0.74 QI_0|0.5|0.33|0.66|0.5|0.66|3|0|286
OG0000626	CRv4_Au5_s17_g7009_t1	maker_Scaffold_234-augustus-gene-0.189-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|0.33|1|1|1|3|0|205
OG0000627	CRv4_Au5_s1_g1171_t1	maker_Scaffold_234-augustus-gene-0.188-mRNA-1 protein AED_0.05 eAED_0.07 QI_0|1|0.71|1|1|0.85|7|0|311
OG0000628	CRv4_Au5_s1_g2050_t1	maker_Scaffold_234-snap-gene-0.216-mRNA-1 protein AED_0.11 eAED_0.14 QI_0|0.72|0.47|1|0.66|0.73|19|0|1401
OG0000629	CRv4_Au5_s1_g1825_t1	maker_Scaffold_234-augustus-gene-0.192-mRNA-1 protein AED_0.16 eAED_0.19 QI_0|0.9|0.63|1|0.9|0.72|11|0|503
OG0000630	CRv4_Au5_s17_g7307_t1	augustus_masked_Scaffold_234-abinit-gene-0.29-mRNA-1 protein AED_0.30 eAED_0.30 QI_0|1|1|1|1|1|6|0|222
OG0000631	CRv4_Au5_s12_g3050_t1	augustus_masked_Scaffold_234-abinit-gene-0.16-mRNA-1 protein AED_0.30 eAED_0.30 QI_0|0.75|0.4|0.8|1|1|5|0|253
OG0000632	CRv4_Au5_s2_g9741_t1	maker_Scaffold_234-augustus-gene-0.180-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0.62|0.33|0.77|1|0.88|9|0|464
OG0000633	CRv4_Au5_s3_g10615_t1	maker_Scaffold_234-snap-gene-0.220-mRNA-1 protein AED_0.30 eAED_0.30 QI_0|1|0|1|1|1|2|0|225
OG0000634	CRv4_Au5_s10_g683_t1	maker_Scaffold_234-augustus-gene-0.193-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|1|0.5|1|1|1|4|0|349
OG0000635	CRv4_Au5_s12_g3396_t1	maker_Scaffold_234-augustus-gene-0.207-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|0.85|0.75|0.87|1|1|8|0|329
OG0000636	CRv4_Au5_s12_g4222_t1	augustus_masked_Scaffold_234-abinit-gene-0.31-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|1|0.66|1|1|1|6|0|369
OG0000637	CRv4_Au5_s10_g426_t1	maker_Scaffold_234-augustus-gene-0.206-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|0.75|1|1|1|8|0|428
OG0000638	CRv4_Au5_s6_g12996_t1	maker_Scaffold_234-augustus-gene-0.194-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.66|0.42|0.85|0.83|0.71|7|0|284
OG0000639	CRv4_Au5_s10_g680_t1	maker_Scaffold_234-augustus-gene-0.195-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.85|0.5|1|1|1|8|0|484
OG0000640	CRv4_Au5_s12_g3052_t1	maker_Scaffold_234-augustus-gene-0.199-mRNA-1 protein AED_0.27 eAED_0.27 QI_0|0.6|0.5|0.66|1|1|6|0|212
OG0000641	CRv4_Au5_s10_g713_t1	genemark_Scaffold_234-abinit-gene-0.36-mRNA-1 protein AED_0.31 eAED_0.32 QI_0|0|0|0.32|1|1|31|0|1466
OG0000642	CRv4_Au5_s16_g6587_t1	maker_Scaffold_240-augustus-gene-0.232-mRNA-1 protein AED_0.05 eAED_0.06 QI_0|0.75|0.2|0.8|0.75|0.8|5|0|430
OG0000643	CRv4_Au5_s13_g5022_t1	maker_Scaffold_240-augustus-gene-0.225-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.66|0.5|0.75|1|1|4|0|117
OG0000644	CRv4_Au5_s41_g11877_t1	maker_Scaffold_240-snap-gene-0.256-mRNA-1 protein AED_0.05 eAED_0.08 QI_0|0.8|0.5|0.83|1|0.83|6|0|535
OG0000645	CRv4_Au5_s1_g1286_t1	maker_Scaffold_240-augustus-gene-0.226-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|1|0.8|1|1|1|5|38|258
OG0000646	CRv4_Au5_s1_g1716_t1	genemark_Scaffold_240-abinit-gene-0.39-mRNA-1 protein AED_0.11 eAED_0.12 QI_0|0.44|0.3|0.8|1|1|10|0|1273
OG0000647	CRv4_Au5_s12_g3837_t1	maker_Scaffold_240-snap-gene-0.257-mRNA-1 protein AED_0.12 eAED_0.23 QI_0|0.5|0.2|1|0.25|0.2|5|0|279
OG0000648	CRv4_Au5_s6_g13487_t1	augustus_masked_Scaffold_240-abinit-gene-0.10-mRNA-1 protein AED_0.38 eAED_0.38 QI_0|0.4|0.16|0.66|1|1|6|0|249
OG0000649	CRv4_Au5_s6_g12485_t1	maker_Scaffold_240-augustus-gene-0.239-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.25|0|0.6|1|1|5|0|286
OG0000650	CRv4_Au5_s13_g5028_t1	maker_Scaffold_240-augustus-gene-0.238-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|1|0.66|1|1|1|6|0|294
OG0000651	CRv4_Au5_s10_g872_t1	maker_Scaffold_240-augustus-gene-0.241-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|1|1|1|1|1|7|37|273
OG0000652	CRv4_Au5_s8_g14749_t1	maker_Scaffold_240-augustus-gene-0.242-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.6|0.33|0.66|1|1|6|0|235
OG0000653	CRv4_Au5_s14_g5236_t1	maker_Scaffold_240-augustus-gene-0.249-mRNA-1 protein AED_0.14 eAED_0.15 QI_0|0.75|0.4|0.8|1|1|5|0|196
OG0000654	CRv4_Au5_s6_g12742_t1	maker_Scaffold_240-augustus-gene-0.240-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.62|0.55|0.88|1|1|9|0|380
OG0000655	CRv4_Au5_s17_g7778_t1	maker_Scaffold_240-augustus-gene-0.246-mRNA-1 protein AED_0.12 eAED_0.13 QI_0|0.70|0.60|0.82|1|1|28|0|903
OG0000656	CRv4_Au5_s10_g781_t1	maker_Scaffold_240-augustus-gene-0.243-mRNA-1 protein AED_0.33 eAED_0.33 QI_0|0.33|0.30|0.38|1|1|13|0|445
OG0000657	CRv4_Au5_s8_g15051_t1	maker_Scaffold_240-augustus-gene-0.253-mRNA-1 protein AED_0.30 eAED_0.30 QI_0|0.5|0.46|0.86|0.85|0.86|15|0|727
OG0000658	CRv4_Au5_s13_g5038_t1	maker_Scaffold_520-augustus-gene-0.195-mRNA-1 protein AED_0.06 eAED_0.06 QI_83|1|1|1|1|1|4|64|264
OG0000659	CRv4_Au5_s6_g12493_t1	maker_Scaffold_520-snap-gene-0.227-mRNA-1 protein AED_0.08 eAED_0.09 QI_0|1|0.71|1|1|1|7|0|425
OG0000660	CRv4_Au5_s3_g10247_t1	maker_Scaffold_520-augustus-gene-0.189-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|1|0.66|1|1|1|6|0|270
OG0000661	CRv4_Au5_s10_g452_t1	maker_Scaffold_520-augustus-gene-0.191-mRNA-1 protein AED_0.24 eAED_0.25 QI_0|1|0.5|1|1|1|4|0|109
OG0000662	CRv4_Au5_s1_g2273_t1	maker_Scaffold_520-augustus-gene-0.202-mRNA-1 protein AED_0.32 eAED_0.32 QI_0|0.5|0.2|0.6|1|1|5|0|148
OG0000663	CRv4_Au5_s4_g11645_t1	augustus_masked_Scaffold_520-abinit-gene-0.19-mRNA-1 protein AED_0.30 eAED_0.30 QI_0|0.33|0.42|0.85|1|1|7|0|524
OG0000664	CRv4_Au5_s14_g5459_t1	maker_Scaffold_520-snap-gene-0.228-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.66|0.25|1|0.66|0.5|4|0|198
OG0000665	CRv4_Au5_s2_g9622_t1	maker_Scaffold_520-augustus-gene-0.209-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.71|0.62|0.87|1|1|8|0|295
OG0000666	CRv4_Au5_s18_g7979_t1	genemark_Scaffold_520-abinit-gene-0.51-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|0.91|0.92|1|1|1|13|75|912
OG0000667	CRv4_Au5_s8_g15074_t1	maker_Scaffold_520-snap-gene-0.229-mRNA-1 protein AED_0.14 eAED_0.17 QI_0|0.66|0.42|1|0.5|0.42|7|0|457
OG0000668	CRv4_Au5_s3_g10954_t1	genemark_Scaffold_520-abinit-gene-0.57-mRNA-1 protein AED_0.44 eAED_0.44 QI_0|0|0|0.4|1|1|5|0|308
OG0000669	CRv4_Au5_s14_g5362_t1	maker_Scaffold_41-augustus-gene-0.149-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|1|0.85|1|1|1|7|0|310
OG0000670	CRv4_Au5_s14_g5359_t1	maker_Scaffold_41-augustus-gene-0.144-mRNA-1 protein AED_0.11 eAED_0.12 QI_0|1|0.9|1|1|1|20|0|803
OG0000671	CRv4_Au5_s10_g442_t1	maker_Scaffold_41-snap-gene-0.174-mRNA-1 protein AED_0.05 eAED_0.11 QI_0|0.75|0.66|1|0.62|0.66|9|0|494
OG0000672	CRv4_Au5_s1_g2009_t1	maker_Scaffold_41-snap-gene-0.177-mRNA-1 protein AED_0.11 eAED_0.15 QI_0|0.8|0.5|1|0.2|0.33|6|0|655
OG0000673	CRv4_Au5_s1_g1059_t1	augustus_masked_Scaffold_41-abinit-gene-0.16-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|0.4|0.33|0.66|1|1|6|0|235
OG0000674	CRv4_Au5_s2_g9323_t1	maker_Scaffold_41-augustus-gene-0.152-mRNA-1 protein AED_0.25 eAED_0.26 QI_0|0.52|0.5|0.81|0.71|0.63|22|0|859
OG0000675	CRv4_Au5_s13_g4625_t1	snap_masked_Scaffold_41-abinit-gene-0.105-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0|0|0.5|1|1|2|0|335
OG0000676	CRv4_Au5_s1_g1514_t1	genemark_Scaffold_41-abinit-gene-0.39-mRNA-1 protein AED_0.32 eAED_0.32 QI_0|0|0|0.5|1|1|20|0|891
OG0000677	CRv4_Au5_s12_g3149_t1	maker_Scaffold_41-augustus-gene-0.158-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|1|0.66|1|1|1|3|0|449
OG0000678	CRv4_Au5_s17_g7386_t1	maker_Scaffold_41-snap-gene-0.184-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|1|0.5|1|0.66|0.5|4|0|287
OG0000679	CRv4_Au5_s2_g8623_t1	maker_Scaffold_41-snap-gene-0.190-mRNA-1 protein AED_0.06 eAED_0.07 QI_0|0.83|0.76|1|0.58|0.76|13|0|501
OG0000680	CRv4_Au5_s3_g11227_t1	maker_Scaffold_41-snap-gene-0.185-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.88|0.7|1|1|1|10|0|496
OG0000681	CRv4_Au5_s14_g5330_t1	maker_Scaffold_41-snap-gene-0.186-mRNA-1 protein AED_0.09 eAED_0.13 QI_0|0.25|0.2|1|0.25|0.2|5|0|435
